diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
arthrogrypose congénitale multiple neurogénique, , , , , , , ,Q74.3,C1859721,C536614,C84572, 
malformation de Dandy-Walker, , , , , , , ,Q03.1,C0010964,D003616,C75012, 
Maladie de von Hippel-Lindau, , , , , , ,759.6,Q85.8,"C0019562,C2674004",D006623,C3105, 
maladie de Forestier, , , , , , ,"721.6,733.99",M48.1,"C0020498,C1862851",D004057,C84671, 
Syndrome de Goldenhar, , , , , , ,759.89,Q87.0,"C0265240,C0432130,C3495417,C4023411",D006053,C84740, 
Syndrome de Denys-Drash, , , , , , ,189.0,N04.1,C0950121,D030321,C84668, 
syndrome de Crouzon, , , , , , , ,Q75.1,"C0010273,C2931196",D003394,C84653, 
Continuation azygos de la veine cave inférieure, , , , , , , ,Q26.8, , , , 
sirénomélie, , , , , , , ,Q87.2,C0037205,C538595,C118455, 
nævus de Becker, , , , , , , ,D22.5,"C0263579,C1858042",C565735, , 
embryopathie à la thalidomide,phocomélie, , , ,thalidomide, ,759.89,Q86.8,C0432365, ,C99082, 
syndrome de Legius, , , , , , ,709.09,Q85.0,C1969623,C548032, , 
trachéomalacie, , , , , , ,748.3,Q32.0,"C0392109,C0948187",D055090,C98634, 
dysplasie broncho-pulmonaire, ,palivizumab, , , , , ,P27.1,C0006287,D001997,C90599, 
syndrome de Barth,"Q11341872,acidurie 3-méthylglutaconique,acidémie organique,agranulocytose,anomalie de la démarche,cardiomyopathie dilatée,cardiomyopathie hypertrophique,fatigue,fibroélastose endocardique,hypoacousie,insuffisance cardiaque,intolérance à l'effort,kératodermie palmoplantaire,lipoatrophie,macrotie,myopathie,mésiocclusion,neutropénie,pied bot,retard de croissance staturo-pondérale,transmission récessive liée à l'X,trouble du rythme cardiaque,œil enfoncé", , , , , , ,"E71.1,E78.71",C0574083,D056889,C84585, 
mucolipidose type 4, , , , , , , ,E75.1,C0238286, ,C84896, 
maladie mitochondriale, , , , , , , ,E88.4,C0751651,D028361, , 
acrodermatite entéropathique,"Q1172159,Q46978740,alopécie,diarrhée chronique,insuffisance staturale,phlyctène,sourcil anormal,syndrome de malabsorption,xérodermie,érythème", ,acrodermatite, , , ,686.8,E83.2,C0221036,C538178,C128802, 
cardiopathie congénitale, ,prostaglandine E1, , , , ,746.9,Q24.9,"C0018798,C0152021",D006330,"C34666,C95834", 
Pycnodysostose, , , , , , , ,Q78.8,C0238402,D058631,C131187, 
Syndrome de Smith-Lemli-Opitz, , , , , , ,759.89,"E78.72,Q87.1","C0175694,C0282644,C2713347",D019082,C85071, 
syndrome de Borjeson-Forssman-Lehmann, , , , , , ,759.89,Q87.8,C0265339,C536575,C157122, 
syndrome de Böök, , , , , , , ,Q82.4,C0457014,C562993, , 
syndrome C, , , , , , , ,Q87.8,C0796095,C537418, , 
syndrome CHARGE, , , , , , ,759.89,"Q87.8,Q89.8","C0265354,C2936502",D058747,C75100, 
hyperostose de la voûte crânienne, , , , , , , ,M85.2,"C1863351,C4280519,C4280520",C537963, , 
pseudoxanthome élastique inné, , , , , , ,757.39,Q82.8,"C0033847,C0376359,C3279392,C3279393",D011561,C85036, 
chondrodysplasie ponctuée,épiphyse ponctuée, , , , , ,756.59,Q77.3,"C0008445,C1859132",D002806,C84632, 
chondromalacie de la rotule, , , , , , ,717.7,M22.4,C0008475,D046789, , 
syndrome de Coffin-Lowry, , , , , , ,759.89,Q87.0,"C0265252,C0795900",D038921,C84643, 
Syndrome de Cohen, , , , , , ,759.89,Q87.8,C0265223,C536438, , 
syndrome de Watson, , , , , , ,709.8, ,C0553586, , , 
tétralogie de Fallot, ,prostaglandine E1,tératologie, , , ,745.2,Q21.3,C0039685,D013771,C84505, 
mélorhéostose, , , , , , ,756.89,M85.8,"C0025239,C3149631",D008557,C84887, 
syndrome de Costello, , , , , , ,799.89,Q87.8,"C0587248,C1968782",D056685,C84652, 
syndrome de Werner, , ,Syndrome de tibia hypoplasique-polydactylie, , , ,259.8,E34.8,C0043119,D014898,C3447, 
Syndrome des yeux de chat, , , , , , , ,Q92.8,C0265493,C535918,C75477, 
syndrome de Lowe, , , , , , ,270.8,"E72.0,E72.03","C0028860,C2713392",D009800,C84940, 
diphallia, , , , , , ,752.69,Q55.6,C0345322, , , 
diverticule de Kommerel, , , , , , , ,Q25.4,C0265885, , , 
syndrome de Nimègue, , , , , , , ,Q87.8,"C0398791,C1855057,C2930831",D049932,C4692, 
neuropathie optique de Leber, , , , , , , ,"H47.2,H47.22",C0917796,D029242,C84808, 
dysostose, , , , , , ,756.9, ,C0013393,D004413,C34560, 
syndrome du naevus sébacé linéaire, , , , , , , ,Q85.8,"C0265318,C0265329,C3854181",D054000, , 
atrésie tricuspide, ,prostaglandine E1, , , , , ,Q22.4,C0243002,D018785,C85202, 
Syndrome d'Ellis-Van Creveld, , , , , , ,756.55,Q77.6,C0013903,D004613,C84684, 
encéphalocèle, , , , , , , ,"Q01.0,Q01.1,Q01.2,Q01.8,Q01.9","C0014065,C0014067",D004677,C84687, 
épispadias, , , , , , ,752.62,Q64.0,"C0014588,C0563449",D004842,C98923, 
Ectopie cardiaque, , , , , , ,746.87,Q24.8,C0013580,D054083,C111643, 
syndrome W, , , , , , , ,Q87.8,C0796110,C538106, , 
hémimélie fibulaire, , , , , , , , , ,D004480, , 
maladie de Norrie, , , , , , ,743.8,H35.5,C0266526,C537849,C118634, 
Syndrome de Möbius,paralysie faciale, , , , , ,759.89,Q87.0,"C0221060,C0853240",D020331,C84893, 
syndrome de Cronkhite-Canada, , , , , , , ,D12.6,"C0282207,C0744333,C1257915,C1333764",D044483,C7035, 
syndrome de Pallister-Killian, , , , , , ,758.81,Q99.8,"C0265449,C2748628",C538105,C75458, 
syndrome de Fraser, , ,syndrome de Frasier, , , , ,Q87.0,C0265233,D058497,C118436, 
trisomie 22, , , , , , , , ,C0265490, ,C114765, 
syndrome tremblement-ataxie lié à une prémutation de l'X fragile, , , , , , , ,G11.2,"C1839780,C3164069",C564105,C126566, 
dysplasie polyépiphysaire,arthralgie, , , , , ,756.56,Q77.3,C0026760,D010009, , 
schizencéphalie, , , , , , ,742.4,Q04.6,C0266484,D065707,C99056, 
syndrome dyscéphalique de François, , , , , , , ,Q87.0,C0018522,D006210,C84746, 
syndrome de Bloom, , , , , , ,757.39,Q82.2,C0005859,D001816,C2903, 
micropénis, , , , , , , ,Q55.6,"C0266435,C1387005", , , 
syndrome de Rokitansky-Küster-Hauser, , ,agénésie gonadique, , , , ,Q51.8,"C1698581,C2675014",C567186,"C120376,C124853", 
pseudopseudo-hypoparathyroïdie, , , , , , ,275.49,E20.1,C0033835,D011556,C129722, 
mucopolysaccharidose, ,idursulfase, , , , ,277.5,"E76.0,E76.1,E76.2,E76.3",C0026703,D009083,C61259, 
galactosialidose, , , , , , ,277.6,E77.1,C0268233,C536411,C129928, 
laparoschisis, , , , , , ,756.73,Q79.3,"C0238577,C0265706",D020139,C84725, 
Q18554995, , , , , , , , ,C1336975, ,C6380, 
Q18554997, , , , , , , , ,C0280856, ,C4052, 
sarcome  du système nerveux central, , , , , , , , ,C1332892, ,C5153, 
tumeur de la glande para-urétrale, , , , , , ,239.5, ,C0341766, , , 
kyste ovarien malin, , , , , , , , ,C0235770, ,C3843, 
tumeur maligne épithéliale-stromale de la surface de l'ovaire, , , , , , , , ,C1518236, ,C40026, 
tumeur germinale maligne de l'ovaire, , , , , , , ,C56,C0346180,C562841,C4514, 
maladie de la cavité nasale, , , , , , , , ,C0339820, ,C27102, 
Hypoinsulinémie après un acte médical, , , , , , ,251.3,E89.1,C0154190, , , 
néoplasie myéloproliférative, , , , , , , ,D47.1,"C1292778,C1328061", ,"C27780,C4345", 
allongement hypertrophique du col utérin, , , , , , ,622.6,N88.4,C0020561, , , 
atrophie de la prostate, , , , , , ,602.2,N42.2,C0156296, , , 
tumeur bénigne du colon, ,"fluorouracile,irinotécan,lomustine,lévamisole", , , , , , ,C0009375, ,C2953, 
encéphalite du Nil occidental,"coma,confusion,faiblesse musculaire,paralysie",ribavirine, , ,infection, ,066.41,A92.31,C0751583, , , 
maladie de l'iris, , , , , , , , ,C0022078,D007499,C34737, 
gangliocytome, , , , , , , , ,CL378224, ,C6934, 
encéphalopathie épileptique infantile, ,"hormone corticotrope,topiramate", , , , , , , ,D013036, , 
troubles du métabolisme du phosphore, ,sevelamer, , , , ,275.3,E83.3,C0031707,D010760,C97095, 
neuropathie inflammatoire ou toxique, , , , , , ,"357,357.7,357.8,357.9", ,C0154758, , , 
angéite granulomateuse du système nerveux central, , , , , , , , ,C0018202, ,C34653, 
hémangiome de la rate, , , , , , , , ,C0685201, ,C8541, 
Q18555147, , , , , , , , ,C0334496, ,C4271, 
Q18555148, , , , , , , , ,C1368903, ,C9014, 
angiosarcome hépatique, , , , , , , ,C22.3,C0345907, ,C4438, 
Q18555158, , , , , , , , ,C0334374, ,C4191, 
tumeurs à cellules de Leydig, , , , , , , , ,C0023601,D007984,C3188, 
Q18555164, , , , , , , , ,C1266141, ,C39812, 
Q18555187, , , , , , , , ,C1333477, ,C6065, 
adamantinome des os longs, , , , , , , , ,C0334556,C562741,C7644, 
tumeur maligne de la jonction recto-sigmoïdienne, , , , , , ,154.0,C19,C0153443, ,C7420, 
tumeur germinale maligne, ,"carboplatine,cisplatine,gemcitabine,irinotécan,étoposide", , , , , , ,"C0205851,C0740345", ,"C3708,C4925", 
Q18555262, , , , , , , , ,C1511319, ,C40389, 
carcinome  papillaire, , , , , , , , ,C0007133,D002291,C2927, 
dermatoses faciales, ,"Q4376623,Q5134843,Q5275451,Q5462632,acide lactique,alclométasone,amcinonide,bétaméthasone,clobétasol,cortisol,désonide,désoximétasone,fluocinolone,halcinonide,triamcinolone,trétinoïne", , , , , , ,C0015456,D005148, , 
oligodendrogliome de l'adulte, , , , , , , , ,"C0279070,C1332190", ,"C4014,C9376", 
causalgie, ,Q413772, , , , , ,G56.4,C0007462,D002422,C121572, 
Q18555350, , , , , , , , ,C1335508, ,C5525, 
cancer du thymus, ,sunitinib, , , , ,164.0,C37,"C0751552,C3714644", ,C4962, 
thymome à cellules fusiformes, , , , , , , ,"C37,D15.0",C1266091, ,C6454, 
thymome type B, , , , , , , ,"C37,D15.0",C1328042, ,C7114, 
angiomyolipome hépatique, , , , , , , , ,C1333962, ,C27485, 
Q18555376, , , , , , , , ,C1333426, ,C38151, 
Q18555390, , , , , , , , ,C0278511, ,C7780, 
sarcome d'Ewing osseux, , , , , , ,170.9, ,"C0585474,C1333481,C1334406", ,"C35871,C4835,C6623", 
Q18555399, , , , , , , , ,C0279603, ,C4021, 
thrombose de l'artère carotidienne, , , , , , ,433.10, ,C0007274,D002341, , 
carcinome du scrotum, , , , , , , , ,C1370468, ,C6389, 
Q18555959, , , , , , , , ,C1332249, ,C6656, 
Q18555991, , , , , , , , ,C1096639, ,C5511, 
Q18555996, , , , , , , , ,C1334807, ,C9131, 
Q18556005, , , , , , , , ,C1334259, ,C5428, 
otite moyenne aiguë non suppurée, , , ,fumer, , ,"381.0,381.00", ,C0271432, , , 
Q18556034, , , , , , , , ,C1332919, ,C36095, 
tumeur mucineuse des trompes de Fallopes, , , , , , , , ,C1517120, ,C40109, 
Q18556050, , , , , , , , ,C1332936, ,C6711, 
Q18556061, , , , , , , , ,C1336890, ,C6165, 
paralysie des nerfs craniens, , , , , , , , ,C0151311, ,C26941, 
adénome chromophobe, , , , , , , , ,C0001432,D000238,C2857, 
tumeur diencéphalique, , , , , , , , ,"C1333286,C1334576", ,"C5125,C5126", 
cancer de l'appareil reproducteur masculin, , , , , , ,"187.8,187.9","C60-C63,C63.9", , ,C8561, 
trouble fonctionnel du côlon, ,lopéramide, , , , , , ,C0009374,D003109, , 
Q18556108, , , , , , , , ,C0334345, ,"C27527,C4168", 
lipomatose diffuse, , , , , , , , ,C1333298, ,C6504, 
tuberculose de la cavité buccale, , , , , , ,"017.90,528.9", ,C0041323,D014393, , 
gastrite fongique, , , , , , , , ,C0948638, ,C27342, 
sarcome de la prostate, , , , , , , , , , ,C7731, 
Q18556175, , , , , , , , ,C1333756, ,C5839, 
Q18556177, , , , , , , , ,C1335176, ,C5236, 
myopathie congénitale structurale, , , , , , , , ,C0752282,D020914,C84648, 
Q18556241, , , , , , , , ,C1333514, ,C27293, 
immaturité pulmonaire, ,Q7860340, , , , ,770.4,P28.0,C0270163, , , 
Q18556255, , , , , , , , ,C1334267, ,C5355, 
Q18556265, , , , , , , , ,C1333491, ,C6082, 
Q18556268, , , , , , , , ,C1304295, ,C7585, 
carcinome basocellulaire adénoïde, , , , , , , , ,C1266007, ,C27535, 
Q18556276, , , , , , , , ,C1519320, ,C38110, 
Q18556288, , , , , , , , ,C1336066, ,C7297, 
Q18556292, , , , , , , , ,C0334443, ,C4236, 
Q18556302, , , , , , , , ,C0334244, ,C4102, 
syndrome des histiocytes bleus de mer,histiocytes bleus de mer, , , , , , ,D76.3,C0036489,D012618,C85062, 
cancers du rein héréditaires, , , , , , , , ,"C2608055,C2931352",C536851,C39789, 
Q18556345, , , , , , , , ,C1266043, ,C27893, 
angiosarcome pédiatrique, , , , , , , , ,C0279988, ,C9174, 
Q18556356, , , , , , , , ,C1332312, ,C5376, 
Q18556375, , , , , , , , ,C1332982, ,C27374, 
Q18556383, , , , , , , , ,C1322286, ,C7569, 
cancer des voies biliaires, , , , , , ,156.9,C24.9,C4020709, , , 
Q18556416, , , , , , , , ,C0278717, ,C7846, 
mastocytome bénin, , , , , , , ,D47.09,C0024897, ,C9303, 
carcinome métaplasique du sein, , , , , , , ,"C50.0,C50.1,C50.2,C50.3,C50.4,C50.5,C50.6,C50.8",C1334708, ,C5164, 
Q18556447, , , , , , , , ,C0334540, ,C4299, 
tumeur testiculaire des cordons sexuels et du stroma, , , , , , , ,C62.1,C1515289, ,"C39948,C6358", 
hémangiome du sein, , , , , , , , ,C0853715, ,C5353, 
Q18556475, , , , , , , , ,C0238143, ,C35707, 
Q18556481, , , , , , , , ,C1332904, ,C5436, 
gliome sous-épendymaire, , , , , , , ,D43.2,C0206725,D018315,C3795, 
épendymome bénin, , , , , , , , ,C0014474, ,C3017, 
carcinome  de l'anus, ,"capécitabine,fluorouracile,nivolumab", , , , , , ,C0279637, ,C9291, 
adénocarcinome in situ, , , , , , , , ,C0334276,D065311,C4123, 
Q18556600, , , , , , , , ,C1333873, ,C7017, 
syndrome de la pince aorto-mésentérique, , , , , , , , ,C3178770,D059228, , 
mucolipidoses type 2, , , , , , , ,E77.0,"C0020725,C2673377,C2931894",C538602,C61270, 
maladie de Hunter, ,idursulfase, , , , , ,E76.1,"C0026705,C2718304",D016532,C61260, 
dystrophie musculaire des ceintures type 2M, , , , , , , ,G71.0,C1969040,C566912, , 
lissencéphalie, , , , , , , ,"Q04.3,Q04.8","C0266463,C0266483,C1879312",D054082,C103921, 
Syndrome de Peters plus,Dysgénésie familiale du segment antérieur de l'oeil, , , , , ,743.44,Q13.4,C0796012,C537617,C123436, 
syndrome de Rothmund-Thomson, , , , , , ,759.89,Q82.8,C0032339,D011038,C3335, 
syndrome des ptérygiums poplités,pterygium, , , , , , ,Q87.2,C0265259,C562509,C118786, 
pancréas annulaire, , , , , , , ,Q45.1,C0149955,C536376,C98813, 
neuropathie héréditaire avec hypersensibilité à la pression, , , , , , , ,G60.0,C0393814,C536965,C176898, 
syndrome de Jacobsen, , , , , , , ,Q93.5,C0795841,D054868,C75457, 
rhombencéphalosynapsis, , , , , , ,742.4,Q04.3,C1866130, , , 
atrésie du vagin, , , , , , , ,Q52.0,C1321884, , , 
hypoplasie pontocérébelleuse, , , , , , , ,Q04.3,C0266468,C580383, , 
Syndrome de Pendred, , , , , , , ,E07.1,C0271829,C536648,C121745, 
Syndrome KBG, , , , , , ,759.89,Q87.8,C0220687,C537015, , 
syndrome de rubéole congénital, , , , ,rubéole, ,771.0,P35.0,C0035921,D012410,C34992, 
Maladie de Sly, , , , , , ,277.6,"E76.2,E76.29",C0085132,D016538,C84903, 
syndrome de VACTERL, , , , , , ,759.89,Q87.2,"C0220708,C1735591","C536495,C536534",C99105, 
trigonocéphalie, , , , , , , , ,C3280974, , , 
Syndrome de Sotos, , , , , , , ,Q87.3,"C0175695,CN035106",D058495,C75019, 
hémimélie radiale, , , , , , ,755.59,Q71.4, , , , 
transposition corrigée des gros vaisseaux, , , , , , ,745.12,Q20.5,"C0232301,C0344616,C1275809",C535426,C98902, 
nanisme thanatophore, , , , , , ,259.4,Q77.1,C0039743,D013796,C85187, 
atrésie laryngée, , , , , , ,748.3,Q31.8,"C0265756,C1835555",C563637,C98972, 
retour veineux pulmonaire anormal, , , , , , , ,"Q26.2,Q26.3,Q26.4",C0265916, , , 
syndrome MERRF, , , , , , ,277.87,"E88.42,G71.3",C0162672,D017243,C84889, 
Syndrome de Sturge-Weber, , , , , , ,759.6,Q85.8,C0038505,D013341,C3391, 
syndrome WAGR, , , , , , , ,Q87.8,"C0206115,C2931803",D017624,C3718, 
Syndrome délétion 22q13.3, , , , , , ,758.39,Q93.5,"C1853490,C2931332",C536801,C157124, 
syndrome de persistance des canaux de Müller, , , , , , ,752.89,Q55.8,C1849930,C536665,C120188, 
syndrome de Naegeli-Franceschetti-Jadassohn, , , , , , , ,Q82.4,C0343111,C538331, , 
Maladie de Shwachman, , , , , , , ,D61.0,C0272170,D000081003,C61235, 
enfant distilbène, , , , , , , ,Q86.8,C0853695, ,C113422, 
syndrome d'hypoparathyroïdie-surdité-dysplasie rénale, , , , , , , ,Q87.8,C1840333,C537907,C130983, 
Nail-Patella syndrome, , , , , , ,759.89,Q87.2,C0027341,D009261,C75120, 
syndrome de Papillon-Lefèvre, , , , , , ,759.89,Q82.8,C0030360,D010214,C84992, 
persistance du canal artériel, ,"L-lysine,indométacine,prostaglandine E1", , , , ,747.0,Q25.0,C0013274,D004374,C84492, 
pentasomie X, , , , , , , ,Q97.1,"C0265497,C2937419",C535319,C89802, 
tétrasomie 18p, , , , , , ,758.89,Q99.8,C0795868,C538306, , 
dysplasie spondylo-épimétaphysaire congénitale type Strudwick,insuffisance staturale, , , , , ,758.89,Q77.7,C0700635, , , 
Syndrome de Silver-Russel, , , , , , ,759.89,Q87.1,C0175693,D056730,C85068, 
dysplasie réno-hépato-pancréatique, , , , , , , , ,C3809434, , , 
hernie diaphragmatique congénitale, , , , , , , ,"ICD10CM:Q79.0,K44,K44.9","C0019284,C0235833,C1857284",D065630,C34687, 
complexe de Shone, , , , , , ,746.84,Q23.8,C1868705, ,C99058, 
Syndrome de Smith-Magenis, , , , , , ,758.33,Q93.5,"C0795864,C1866927",D058496,C75469, 
ataxie spinocérébelleuse type 13, , , , , , , ,G11.2,C1854488,C537195, , 
utérus bicorne, , , , , , , ,Q51.3,C0266387, , , 
Syndrome tetra-amélie, , , , , , , ,Q73.0,"C2931216,C2931218",C536498, , 
syndrome de Char, , , , , , ,759.89,Q87.8,C1868570,C566815, , 
maladie d'Urbach-Wiethe, , , , , , ,272.8,E78.8,C0023795,D008065,C84829, 
valve postérieure de l'urètre, , , , , , ,753.8,Q64.2,"C0238506,C0542520", ,C99021, 
syndrome foetal de la warfarine, , , , , , ,"759.89,760.7",Q86.2,C0265374,C536683,C98906, 
hydranencéphalie, , , , , , , ,Q04.3,C0020225,D006832,C98949, 
abrachie, , , , , , , ,Q71.0,C4024200, , , 
Xanthomatose cérébrotendineuse, , , , , , , ,E75.5,C0238052,D019294,C84628, 
fistule et kyste préauriculaires, , , , , , , ,Q18.8, , , , 
Syndrome de Kearns-Sayre, , , , , , , ,"H49.8,H49.81",C0022541,D007625,C84798, 
thalassémie alpha liée à l'X avec retard mental, , , , , , , ,D56.0,C1845055,C538258,C118631, 
syndrome de Marinesco-Sjögren, , , , , , ,742.4,G11.1,C0024814, , , 
syndrome MELAS, , , , , , ,277.87,"E88.41,G71.3",C0162671,D017241,C84885, 
dysostose acrofaciale postaxiale, , , , , , ,759.89,Q75.4,C0265257,C537680, , 
syndrome de duplication 1q21.1, , , , , , , ,Q92.3,C2675891,C567290, , 
chromosome 15 isodicentrique, , , , , , , ,Q99.8,"C0795859,C3711376",C580205, , 
syndrome d'aplasie du péroné-brachydactylie, , , , , , , ,Q73.8,C1856738,C537931, , 
Syndrome de Mowat-Wilson, , , , , , ,759.89,Q43.1,C1856113,C536990,C74999, 
tétrasomie X, , , , , , ,758.81,Q97.1,C0265496,C536502, , 
acidurie fumarique, , , , , , ,282.3,E88.8,"C0342770,C2936826",C538191, , 
acropachie thyroïdienne, , , , , , , ,Q68.1,"C0345408,C1861514", ,C34491, 
anomalie de Neuhauser, , , , , , , ,Q25.4, , , , 
anémie mégaloblastique thiamine-sensible, , , , , , , ,Q21.0,C0342287,C536510, , 
ataxie de Charlevoix-Saguenay, , , , , , , ,G11.1,C1849140,C536787,C154614, 
Ataxie cérébelleuse type 6, , , , , , , ,G11.2,C0752124, ,C142838, 
ataxie paroxystique héréditaire, , , , , , , ,G11.8,C1720416,C535506, , 
Ataxie avec déficit isolé en vitamine E, , , , , , ,"269.1,334.3",G11.1,C1848533,C535393,C155996, 
atrésie pulmonaire à septum ouvert, , , , , , , ,Q25.5,C0344976,C562833,C99033, 
hémihypertrophie, , , , , , , ,Q87.3,"C0332890,C1856184,C1856185",C565524,C88541, 
Chondrodysplasie métaphysaire type Schmid, , , , , , , ,Q78.5,C0265289,C537352, , 
chondrodysplasie métaphysaire de McKusick, , , , , , , ,Q78.8,C0220748,C535916,C61245, 
Chromosome 14 en anneau, , , , , , ,758.89,Q93.2,"C2930916,CN233170",C535487,C185638, 
Chromosome 20 en anneau, , , , , , ,758.89,Q93.2,"C0265482,C2930886","C535369,C580424",C169001, 
cœur univentriculaire, , , , , , ,"745.3,746.89",Q20.4,C0152424, , , 
Diastématomyélie, , , , , , ,742.51,Q06.2,C0011999, ,C98913, 
maladie de Machado-Joseph, , , , , , ,336.8,G11.8,C0024408,D017827,C84830, 
dysplasie de hanche (type Beukes), , , , , , , ,Q65.8,C1840572,C564185, , 
foramen ovale perméable, , , , , , , ,Q21.1,C0016522,D054092,C34619, 
