diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
glandular and epithelial neoplasm, , , , , , , , , ,D009375
glandular rosacea, , , , , , , , , , 
glomerulosclerosis, , , , , , , , ,C0178664, 
glucose-galactose malabsorption, , , , , , ,271.3,E74.3,C0268186,C562602
glycerol kinase deficiency, , , , , , , , ,C0574108, 
Glycogen storage disease type 0, , , , , , , ,E74.0,C1855861,C566917
Glycogen storage disease type XI, , , , , , , ,E74.0,C3495427, 
Goblet cell carcinoid, , , , , , , ,C18.1,C0205695, 
gonadal tissue neoplasms, , , , , , , , , ,D018309
Gonadotropin-resistant ovary syndrome, , , , , , , , ,C0086367, 
Gonococcemia, , , , , , , , , , 
Graham-Little syndrome, , , , , , , ,L66.1,C0023645, 
Gram-negative rosacea, , , , , , , , , , 
granulomatous amebic encephalitis,"coma,fever,headache,meningism signs,nausea,paralysis,spasm,vomiting","Ketoconazole,Trimethoprim/sulfamethoxazole,amphotericin B,fluconazole,rifampicin,sulfadiazine", , , ,"computed tomography,immunofluorescence microscopy,lumbar puncture,optical microscope",323.2, , , 
Granulomatous mastitis, , , , , , , ,N61,C0405469,D058890
gray matter heterotopia, , , , , , , , ,C3806556, 
Grinker myelinopathy, , , , ,carbon monoxide poisoning, , , , , 
tinea pedis, ,"(RS)-econazole,Ketoconazole,butenafine,ciclopirox,clioquinol,griseofulvin,haloprogin,luliconazole,miconazole,naftifine,oxiconazole,sodium hypochlorite,sulconazole,terbinafine,tolnaftate", , , , ,110.4,B35.3,C0040259,D014008
HIV-associated lipodystrophy, , , , , , , , , ,D039682
Hair follicle nevus, , , , , , , , ,C0473582, 
Haltlose personality disorder, , , , , , , , , , 
Heart valve dysplasia, , , , , , , , ,C0262436,C535576
hemangioendothelioma, , , , , , , , ,C0018915,D006390
Hemihyperplasia–multiple lipomatosis syndrome, , , , , , , ,Q87.3, , 
Hemoglobin Lepore syndrome, , , , , , , , , , 
Hepatosplenic T-cell lymphoma, , , , , , , , ,C1333984, 
Hereditary inclusion body myopathy, , , , , , , , , , 
Carbunculosis, , , , , , , , , , 
rhinoscleroma, , , , , , ,040.1, ,C0035468,D012226
histiocytoma, , , , , , , , ,C1509147,D051642
lacrimal duct obstruction, , , , , , , , ,"C0022906,C1281931",D007767
congenital merosin-deficient muscular dystrophy 1A, , , , , , , ,G71.2,"C1263858,C1842898",C537384
neonatal hypoxic-ischemic  encephalopathy, , , , ,neonatal hypoxemia, , , ,C0149878, 
idiopathic pulmonary arterial hypertension, , , , , , ,416.0,I27.0,"C0004468,C0152171,C3203102", 
GM1 gangliosidosis type 1,hepatosplenomegaly, , , , , , ,E75.1,"C0268271,C1968748", 
Familial juvenile gout, , , , , , , , ,C0268113,C537696
hyperphenylalaninemia, , , , , , , , ,C0751435, 
Howel–Evans syndrome, , , , , , , , ,C1835664,C536164
Hyalinizing clear cell carcinoma, , , , , , , , , , 
hydrolethalus syndrome, , , , , , , ,Q87.8,C2931104,C536079
Hyperproinsulinemia, , , , , , ,250.80, ,C0342283,C562776
Hypervitaminosis E, , , , , , , , , , 
hypoalphalipoproteinemia, , , , , , , ,E78.6,"C0151691,C0473527",D052456
hypoglossia, , , , , , , ,Q38.3,C0025988, 
Hystrix-like ichthyosis–deafness syndrome, , , , , , , , , , 
Ichthyosis follicularis with alopecia and photophobia syndrome,"alopecia,ichthyosis,photophobia", , , , , , , ,"C1839988,C3275579",C536085
Ichthyosis hystrix, , , , , , ,757.39,Q80.0,C0432311,C536087
Ichthyosis prematurity syndrome, , , , , , , , ,C1837610,C536271
Il-1R–Associated kinase 4 deficiency, , , , , , , ,D84.8,C1843256,C564352
immune-mediated inflammatory diseases, , , , , , , , , , 
impossible syndrome, , , , , , , , , , 
infantile myofibromatosis, , , , , , ,756.9, ,"C0206648,C0432284",D018224
Infantile systemic hyalinosis, , , , , , , ,E78.8, ,D057770
Inflammatory papillary hyperplasia, , , , , , , , ,C0267014, 
Inherited disorders of trafficking, , , , , , , , , , 
Intervertebral disc disorder, , , , , , , , , , 
Intranodal palisaded myofibroblastoma, , , , , , , , ,C1335295, 
Inverse psoriasis, , , , , , , , ,C0343053, 
Iron metallic discoloration, , , , , , , , , , 
ischemic hepatitis, , , , , , , , ,C0473117, 
Isobutyryl-coenzyme A dehydrogenase deficiency, , , , , , , ,E71.1,C1969809,C535541
Jackson–Weiss syndrome, , , , , , ,759.89,Q87.8,C0795998,C537559
Jalili syndrome, , , , , , ,"362.75,520.5",H35.5,"C1857588,C2931074,C3495589",C000596385
Q6137171, , , , , , , , , , 
gastric dilatation volvulus, , , , , , , , ,C0267196, 
seizure, , , , ,epilepsy, , , , ,D012640
Jumping Frenchmen of Maine, , , , , , , , ,C1280764, 
Juvenile hyaline fibromatosis, , , , , , , , ,C0406578, 
juxtaglomerular cell tumor, , , , , , , , ,C0334331, 
Kang cancer, , , , , , , , , , 
Katz syndrome, , , , , , , , , , 
Keratosis follicularis spinulosa decalvans, , , , , , , , ,C0343057,C536159
Keutel syndrome, , , , , , , ,Q87.8,C1855607,C536167
DNA ligase IV deficiency, , , , , , , ,D81.1,C1847827,C564694
Lacquer dermatitis, , , , , , , , , , 
lacunar stroke, , , , , , , , , ,D059409
large-cell acanthoma, , , , , , , , ,C1334362, 
large cell neuroendocrine carcinoma of the lung, , , , , , , , ,"C1265996,C1334363", 
Lathosterolosis, , , , , , , ,Q87.8,C1846421,C537880
left atrial enlargement, , , , , , , , ,C0238705, 
Lenz microphthalmia syndrome, , , , , , ,759.89,Q11.2,C0796016,C537464
Lethal acantholytic epidermolysis bullosa, , , , , , , ,Q81.0,C1864826,C535493
Leukocyte adhesion deficiency-1, , , , , , , , , , 
Leukotriene C4 synthase deficiency, , , , , , , , ,"C1855503,C3279662",C565439
lichen myxedematosus, , , , , , ,701.8,L98.5,C0263390, 
Liebenberg syndrome, , , , , , , ,Q73.8,C1861313,C566090
Limb–mammary syndrome, , , , , , , , ,C1863753,C535903
lipodermatosclerosis, , , , , , , , ,C0406500,C537026
Ribose-5-phosphate isomerase deficiency, , , , , , ,277.6, ,C1291609,C563212
Loin pain hematuria syndrome,"hematuria,loin pain", , , , , , , ,C0268712, 
Lowry–MacLean syndrome, , , , , , , ,Q87.8,C0796020,C537037
Lymphoepithelioma-like carcinoma, , , , , , , , ,"C0334254,CL017873", 
MODY 6, , , , , , , , , ,C565231
macrophage activation syndrome, , , , , , , , ,C1096155,D055501
malignant acrospiroma, , , , , , , , ,C1260964, 
Malignant triton tumor, , , , , , ,171.9, ,C0334616, 
mammary myofibroblastoma, , , , , , , , ,"C0242404,C1511320", 
Marden–Walker syndrome, , , , , , ,759.89,Q87.0,C0796033,C535910
mast cell leukemia, , , , , , , ,"C94.3,C94.30",C0023461,D007946
mediastinal large B cell lymphoma, , , , , , , , ,C1292754, 
medullary carcinoma, ,dacarbazine, , , , , , , ,D018276
melanosis, , , , , , , , , ,D008548
metabolic bone disease, ,calcifediol, , , , , , ,C0005944,D001851
Michelin tire baby syndrome, , , , , , , ,Q82.8,C0473586,C537575
microphthalmia–dermal aplasia–sclerocornea syndrome, , , , , , , , ,C0796070, 
microvasculature remodeling, , , , , , , , ,C3850148,D066253
Minimally differentiated acute myeloblastic leukemia, , , , , , , , , , 
mitochondrial myopathy, , , , , , , ,G71.3,C0162670,D017240
Mixed-cell lymphoma, , , , , , , , , , 
Mollaret's meningitis, , , , , , , , , , 
MonoMAC,monocytopenia, , , , , , ,D72.8,C3280030, 
Monosomy 14, , , , , , , , , , 
Mucinous carcinoma, , , , , , , , , , 
mucinous tumor, , , , , , , , ,C1334811, 
multifocal stenosing ulceration of the small intestine, , , , , , , , ,CL518804, 
myocardial ischemia, , , , , , , , ,C0151744,D017202
N-Acetylglutamate synthase deficiency,hyperammonemia, , , , , , ,E72.2,C0268543,C536109
Narcotic dermopathy, , , , , , , , , , 
fasciolosis,"abdominal pain,anemia,diarrhea,fever,hepatomegaly,jaundice,left upper quadrant abdominal rigidity,nausea,rash,vomiting","bithionol,nitazoxanide,praziquantel,triclabendazole", , ,Fasciola hepatica,optical microscope,121.3,B66.3,C0015652,D005211
Nematode dermatitis, , , , ,Ancylostoma caninum, , , , , 
Neonatal lupus erythematosus, , , , , , , ,M32.8,C0409979, 
neurogenic inflammation, , , , , , , , , ,D020078
Neutrophil immunodeficiency syndrome, , , , , , , ,D71,C1842398,C564275
Neutrophilic eccrine hidradenitis, , , , , , , , , , 
Nevi and melanomas, , , , , , , , , ,D018326
Nevus comedonicus syndrome,"Nevus comedonicus,cataract,scoliosis", , , , , , , , , 
Nevus of Ito, , ,incontinentia pigmenti achromians, , , , , ,C0022283, 
Nevus psiloliparus, , , , , , , , , , 
No reflow phenomenon, , , ,smoking, , , , , ,D054318
non-epileptic seizure, , , , , , , , ,C3495874, 
nuclear moulding, , , , , , , , , , 
cholelithiasis, ,ursodiol, , , , ,574.5, ,"C0006739,C0008350",D002769
odontogenic cyst, , , , , , ,526.89, ,C0028879,D009807
Olmsted syndrome, , , , , , , ,Q82.8,"C0406761,C2609071", 
Opsismodysplasia, , , , , , , ,Q78.8,C0432219,C537122
Oral florid papillomatosis, , , , , , , , , , 
Orbital apex syndrome, , , , , , , , ,C0270867, 
Osler's sign, , , , , , , , , , 
Osteolipochondroma, , , , , , , , , , 
otic polyp, , , , , , , ,H74.4,C0271466, 
Ovarian fibroma, , , , , , , ,D27,C0149951,C562391
Palmoplantar ectodermal dysplasia, , , , , , , , , , 
Papillomatosis cutis carcinoides, , , , , , , , , , 
Parastremmatic dwarfism, , , , , , , ,Q87.1,C1868616,C537172
Parkes Weber syndrome, , ,Klippel–Trénaunay–Weber syndrome, , , , , , , 
Paroxysmal extreme pain disorder, , , , , , ,349.89, ,C1833661,C563475
focal epilepsy, ,"(S)-etiracetam,clorazepic acid,gabapentin,lamotrigine,lorazepam,oxazepam,oxcarbazepine,phenobarbital,prazepam,tiagabine,topiramate,zonisamide", , , , ,345.50, ,"C0014547,C0234974",D004828
Peat fire cancer, , , , , , , , , , 
Pelvic floor muscle disorder, , , , , , , , ,C1535916, 
gonorrhea,"dysuria,excretion,pain,pelvic pain,testicular pain,vaginal discharge","DL-ofloxacin,Trovafloxacin,amoxicillin,ampicillin,bacampicillin,cefixime,cefotaxime,cefpodoxime,cefpodoxime proxetil,ceftizoxime,ceftriaxone,cefuroxime,ciprofloxacin,demeclocycline,enoxacin,erythromycin,gatifloxacin,moxifloxacin,norfloxacin,penicillin G,penicillin g potassium,penicillin g sodium,probenecid,spectinomycin,tetracycline,troleandomycin", , ,Neisseria gonorrhoeae,"microbiological culture,optical microscope,polymerase chain reaction",098,"A54,A54.9",C0018081,D006069
rhinitis,"headache,nasal congestion,nasal irritation,runny nose,sneeze","(+)-norephedrin,(−)-ephedrine,Ephedra,Hyoscyamine,azelastine / fluticasone,fexofenadine,fluticasone,mometasone,montelukast,naphazoline,oxymetazoline", , , , , ,J30,"C0035455,C2718128",D012220
anthrax,"diarrhea,hematochezia,lymphadenitis,meningism signs,nausea,rectorrhagia,swelling,ulcer","ciprofloxacin,doxycycline,erythromycin,minocycline,penicillin G procaine hydrate,streptomycin","Wąglik, Warmian-Masurian Voivodeship", ,"Bacillus anthracis,anthrax toxin","Ascoli's test,complete blood count,microbiological culture,optical microscope,physical examination","022,022.8,022.9","A22,A22.9",C0003175,D000881
diphtheria,"barking cough,fever,heart failure,peripheral neuropathy,pseudomembrane,sore throat,swelling,tonsillitis","ampicillin,antitoxin,azithromycin,clarithromycin,penicillin,penicillin G,tylosin",Krup, ,Corynebacterium diphtheriae,"Elek's test,microbiological culture,physical examination","032,032.9","A36,A36.0,A36.1,A36.2,A36.3,A36.8,A36.9","C0010153,C0012546",D004165
tularemia,"abdominal pain,anorexia,bronchitis,bubo,diarrhea,enanthem,fever,headache,hepatomegaly,lymphadenitis,lymphangitis,malaise,nausea,nosebleed,pleurisy,pneumonia,poisoning,rash,sore throat,splenomegaly,tracheitis,ulcer,vomiting","ciprofloxacin,doxycycline,streptomycin,tetracycline", , ,Francisella tularensis,"Agglutination Test,ELISA,Tularin,complete blood count,microbiological culture,physical examination,polymerase chain reaction",021.8, ,C0029835,D014406
botulism,"acute respiratory insufficiency,blurred vision,constipation,diplopia,dysarthria,dysautonomia,muscle weakness,mydriasis,ptosis,tympanites,urinary retention,xerostomia","Heptavalent botulism antitoxin,clindamycin,ipidacrine,metronidazole", , ,"Clostridium botulinum,botulinum toxin group", , ,A05.1,C0006057,D001906
hepatitis C,"Caput medusae,abdominal pain,anorexia,arthralgia,ascites,cancer,fatigue,hepatitis,jaundice,liver cirrhosis,nausea,portal hypertension,vomiting","Glecaprevir/pibrentasvir,Ombitasvir/paritaprevir/ritonavir,Peginterferon alfa-2a,Peginterferon alfa-2b,bicyclol,boceprevir,daclatasvir,elbasvir/grazoprevir,grazoprevir,ledipasvir,ledipasvir/sofosbuvir,ribavirin,ritonavir,simeprevir,sofosbuvir,telaprevir,velpatasvir/sofosbuvir", , ,Hepatitis C virus,"ELISA,blood test,liver biopsy,polymerase chain reaction","070.41,070.54,070.7","B19.2,B19.20",C0019196,D006526
yellow fever,"Faget sign,Ferrari sign,anorexia,anuria,arthralgia,bleeding,bradycardia,chills,cyanosis,encephalitis,fatigue,fever,headache,hepatomegaly,hyperaemia,hypotension,jaundice,melena,oliguria,splenomegaly,swelling,tachycardia,vomiting", , , ,yellow fever virus,"ELISA,physical examination,polymerase chain reaction,viral culture","060,060.9","A95,A95.0,A95.1,A95.9",C0043395,D015004
toxoplasmosis,"encephalitis,hepatomegaly,hepatosplenomegaly,low-grade fever,lymphadenopathy,splenomegaly","Trimethoprim/sulfamethoxazole,chloroquine,clindamycin,pyrimethamine,spiramycin,sulfadiazine", , ,Toxoplasma gondii,"ELISA,Sabin–Feldman dye test,immunofluorescence microscopy,physical examination","130,130.7,130.9","B58,B58.9",C0040558,D014123
legionnaires' disease,"chills,cough,fever,headache,myalgia,pneumonia","azithromycin,ciprofloxacin,doxycycline,erythromycin,gatifloxacin,levofloxacin,levofloxacin hemihydrate,moxifloxacin,troleandomycin", , ,Legionella pneumophila,"ELISA,chest radiograph,complete blood count,computed tomography,immunofluorescence microscopy,microbiological culture,polymerase chain reaction",482.84,A48.1,C0023241,D007877
leptospirosis,"chills,disseminated intravascular coagulation,fever,headache,kidney failure,myalgia,myocarditis,poisoning,rash","amoxicillin,aprotinin,cefotaxime,ceftriaxone,ethamsylate,penicillin G,pentoxifylline", , ,Leptospira interrogans,"Agglutination Test,ELISA,blood test,complete blood count,echocardiogram,electrocardiography,immunofluorescence microscopy,lumbar puncture,medical ultrasonography,optical microscope,physical examination,polymerase chain reaction,urinalysis","100,100.0,100.9","A27,A27.0,A27.8,A27.9","C0023364,C0043102",D007922
rubella,"fatigue,fever,rash,sore throat", ,Różyczka, ,Rubella virus, ,056,"B06,B06.9",C0035920,D012409
brucellosis,"anorexia,arthritis,continuous fever,fatigue,hepatomegaly,lymphadenopathy,myalgia,neuritis,orchitis,splenomegaly,undulant fever","doxycycline,minocycline,rifampicin,streptomycin", , ,"Brucella,Brucella abortus,Brucella canis,Brucella melitensis,Brucella neotomae,Brucella suis","Agglutination Test,ELISA,complement fixation test,medical history,microbiological culture,passive hemagglutination test,physical examination,polymerase chain reaction","023,023.9","A23,A23.0,A23.1,A23.2,A23.3,A23.8,A23.9",C0006309,D002006
hepatitis A,"anorexia,fever,hepatitis,jaundice,malaise,nausea,vomiting", , , ,Hepatitis A virus,"ELISA,polymerase chain reaction", , ,C0019159,D006506
typhus, , , , ,Rickettsia, ,"080,081.0,081.9","A75,A75.0,A75.1,A75.2,A75.3,A75.9","C0041471,C0041472,C0041473,C0343758",D014438
listeriosis,"abortion,anisocoria,arachnoiditis,blood in stool,conjunctivitis,diarrhea,encephalitis,fever,hepatomegaly,lymphadenopathy,meningitis,meningoencephalitis,nausea,poisoning,ptosis,sepsis,splenomegaly,strabismus,tonsillitis,vomiting","Trimethoprim/sulfamethoxazole,amoxicillin,ampicillin,azithromycin,bacampicillin,doxycycline,gentamicin,meropenem,vancomycin", , ,"Listeria,Listeria grayi,Listeria ivanovii,Listeria monocytogenes","ELISA,complete blood count,microbiological culture,optical microscopy,physical examination,polymerase chain reaction",027.0,"A32,A32.0,A32.1,A32.7,A32.8,A32.9",C0023860,D008088
bluetongue disease, , , , ,bluetongue virus, , , , ,D001819
abscess,"erythema,pain,remittent fever,swelling","cefotetan,cefoxitin,metronidazole", , , ,"computed tomography,medical ultrasonography","682.8,682.9", ,C0000833,D000038
ornithosis,"Episcleral layer,arthralgia,bradycardia,chills,conjunctivitis,constipation,cough,diarrhea,fever,headache,hepatomegaly,hypotension,insomnia,malaise,meningism signs,meningitis,mood swing,myalgia,nausea,polyneuropathy,sore throat,splenomegaly,vomiting","azithromycin,doxycycline,moxifloxacin", , ,Chlamydophila psittaci,"ELISA,biopsy,chest radiograph,complete blood count,computed tomography,immunofluorescence microscopy,physical examination,polymerase chain reaction,urinalysis","073,073.9",A70,C0029291,D009956
Q fever,"abdominal pain,anorexia,bradycardia,chest pain,chills,chronic secondary musculoskeletal pain,cough,diarrhea,fever,headache,hepatomegaly,hypotension,nausea,rash,splenomegaly,vomiting","DL-ofloxacin,azithromycin,doxycycline,hydroxychloroquine,pefloxacin", , ,Coxiella burnetii,"ELISA,complete blood count,echocardiogram,immunofluorescence microscopy,polymerase chain reaction",083.0,A78,C0034362,D011778
scabies,"fever,itch,rash","(E)-crotamiton,ivermectin,lindane,permethrin,piperonyl butoxide",Gurr, ,Sarcoptes scabiei, ,133.0,B86, ,D012532
Marburg virus disease,poisoning, , , ,"Marburg marburgvirus,Ravn virus","ELISA,Reverse Transcription Loop-mediated Isothermal Amplification,immunofluorescence microscopy,physical examination,polymerase chain reaction,viral culture",078.89,A98.3,C0024788,D008379
scarlet fever,"Pastia's lines,abdominal pain,fever,lymphadenopathy,rash,ring of paleness around the mouth,sore throat,strawberry tongue,tachycardia,tonsillitis,vomiting","cephalosporin antibiotic,clindamycin,histamine antagonist,macrolides,penicillin,vancomycin",Q11832642, ,Streptococcus pyogenes,physical examination,"034,034.1","A38,A38.9","C0036285,C0343487",D012541
herpes zoster,"blister,chills,chronic neuropathic pain,fever,headache,paresthesia,postherpetic neuralgia","aciclovir,capsaicin,famciclovir,gabapentin,pregabalin,valacyclovir", , ,Human herpesvirus 3, ,053,"B02,B02.9",C0019360,D006562
zoonosis, , , , , , , , , ,D015047
human papillomavirus infection, , , , ,human papilloma virus, ,079.4, ,C0343641, 
African trypanosomiasis,"Cachexia,Winterbottom's sign,anemia,arthralgia,dizziness,headache,malaise,periodic fever,primary affect,sleep disorder,sopor,swelling,tachycardia","(RS)-eflornithine,melarsoprol,nifurtimox,pentamidine,suramin", , ,"Trypanosoma brucei,Trypanosoma brucei gambiense,Trypanosoma brucei rhodesiense","agglutination,lumbar puncture,optical microscope,physical examination",086.5,"B56,B56.9",C0041228,D014353
erysipelas,"chills,erythema,fever,headache,lymphadenopathy,lymphangitis","DL-ofloxacin,amoxicillin,ampicillin,azithromycin,cefadroxil,cefixime,cefotaxime,ceftazidime,ceftriaxone,cefuroxime,cephalexin,ciprofloxacin,clarithromycin,josamycin,midecamycin,penicillin G,roxithromycin","Róża,rubella", ,Streptococcus pyogenes,physical examination,035,A46,C0014733,D004886
