diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
inherited pseudoxanthoma elasticum, , , , , , ,757.39,Q82.8,"C0033847,C0376359,C3279392,C3279393",D011561
chondrodysplasia punctata,stippled epiphyses, , , , , ,756.59,Q77.3,"C0008445,C1859132",D002806
chondromalacia patellae, , , , , , ,717.7,M22.4,C0008475,D046789
Coffin-Lowry syndrome, , , , , , ,759.89,Q87.0,"C0265252,C0795900",D038921
Cohen syndrome, , , , , , ,759.89,Q87.8,C0265223,C536438
Watson syndrome, , , , , , ,709.8, ,C0553586, 
melorheostosis, , , , , , ,756.89,M85.8,"C0025239,C3149631",D008557
Costello syndrome, , , , , , ,799.89,Q87.8,"C0587248,C1968782",D056685
Cat eye syndrome, , , , , , , ,Q92.8,C0265493,C535918
oculocerebrorenal syndrome, , , , , , ,270.8,"E72.0,E72.03","C0028860,C2713392",D009800
diphallia, , , , , , ,752.69,Q55.6,C0345322, 
Diverticulum of Kommerell, , , , , , , ,Q25.4,C0265885, 
Nijmegen breakage syndrome, , , , , , , ,Q87.8,"C0398791,C1855057,C2930831",D049932
Leber hereditary optic neuropathy, , , , , , , ,"H47.2,H47.22",C0917796,D029242
dysostosis, , , , , , ,756.9, ,C0013393,D004413
tricuspid atresia, ,alprostadil, , , , , ,Q22.4,C0243002,D018785
Ellis–Van Creveld syndrome, , , , , , ,756.55,Q77.6,C0013903,D004613
encephalocele, , , , , , , ,"Q01.0,Q01.1,Q01.2,Q01.8,Q01.9","C0014065,C0014067",D004677
epispadias, , , , , , ,752.62,Q64.0,"C0014588,C0563449",D004842
Ectopia cordis, , , , , , ,746.87,Q24.8,C0013580,D054083
W syndrome, , , , , , , ,Q87.8,C0796110,C538106
fibular hemimelia, , , , , , , , , ,D004480
Norrie disease, , , , , , ,743.8,H35.5,C0266526,C537849
Mobius syndrome,facial paralysis, , , , , ,759.89,Q87.0,"C0221060,C0853240",D020331
Cronkhite-Canada syndrome, , , , , , , ,D12.6,"C0282207,C0744333,C1257915,C1333764",D044483
Fraser syndrome, , ,Frasier syndrome, , , , ,Q87.0,C0265233,D058497
trisomy 22, , , , , , , , ,C0265490, 
fragile X-associated tremor/ataxia syndrome, , , , , , , ,G11.2,"C1839780,C3164069",C564105
multiple epiphyseal dysplasia,arthralgia, , , , , ,756.56,Q77.3,C0026760,D010009
schizencephaly, , , , , , ,742.4,Q04.6,C0266484,D065707
Hallermann-Streiff syndrome, , , , , , , ,Q87.0,C0018522,D006210
Bloom syndrome, , , , , , ,757.39,Q82.2,C0005859,D001816
micropenis, , , , , , , ,Q55.6,"C0266435,C1387005", 
Müllerian agenesis, , ,gonadal agenesis, , , , ,Q51.8,"C1698581,C2675014",C567186
pseudopseudohypoparathyroidism, , , , , , ,275.49,E20.1,C0033835,D011556
galactosialidosis, , , , , , ,277.6,E77.1,C0268233,C536411
gastroschisis, , , , , , ,756.73,Q79.3,"C0238577,C0265706",D020139
Nutcracker syndrome, , , , , , , , ,C3178770,D059228
inclusion-cell disease, , , , , , , ,E77.0,"C0020725,C2673377,C2931894",C538602
mucopolysaccharidosis II, ,Idursulfase, , , , , ,E76.1,"C0026705,C2718304",D016532
autosomal recessive limb-girdle muscular dystrophy type 2M, , , , , , , ,G71.0,C1969040,C566912
lissencephaly, , , , , , , ,"Q04.3,Q04.8","C0266463,C0266483,C1879312",D054082
Peters plus syndrome,anterior segment mesenchymal dysgenesis, , , , , ,743.44,Q13.4,C0796012,C537617
Rothmund-Thomson syndrome, , , , , , ,759.89,Q82.8,C0032339,D011038
popliteal pterygium syndrome,pterygium, , , , , , ,Q87.2,C0265259,C562509
hereditary neuropathy with liability to pressure palsies, , , , , , , ,G60.0,C0393814,C536965
Jacobsen syndrome, , , , , , , ,Q93.5,C0795841,D054868
rhombencephalosynapsis, , , , , , ,742.4,Q04.3,C1866130, 
vaginal atresia, , , , , , , ,Q52.0,C1321884, 
non-syndromic pontocerebellar hypoplasia, , , , , , , ,Q04.3,C0266468,C580383
Pendred syndrome, , , , , , , ,E07.1,C0271829,C536648
congenital rubella syndrome, , , , ,rubella, ,771.0,P35.0,C0035921,D012410
Sly syndrome, , , , , , ,277.6,"E76.2,E76.29",C0085132,D016538
VACTERL association, , , , , , ,759.89,Q87.2,"C0220708,C1735591","C536495,C536534"
trigonocephaly, , , , , , , , ,C3280974, 
Sotos syndrome, , , , , , , ,Q87.3,"C0175695,CN035106",D058495
Radial dysplasia, , , , , , ,755.59,Q71.4, , 
levo-transposition of the great arteries, , , , , , ,745.12,Q20.5,"C0232301,C0344616,C1275809",C535426
thanatophoric dysplasia, , , , , , ,259.4,Q77.1,C0039743,D013796
larynx atresia, , , , , , ,748.3,Q31.8,"C0265756,C1835555",C563637
Congenital pulmonary venous return anomaly, , , , , , , ,"Q26.2,Q26.3,Q26.4",C0265916, 
Sturge–Weber syndrome, , , , , , ,759.6,Q85.8,C0038505,D013341
WAGR syndrome, , , , , , , ,Q87.8,"C0206115,C2931803",D017624
22q13 deletion syndrome, , , , , , ,758.39,Q93.5,"C1853490,C2931332",C536801
persistent Müllerian duct syndrome, , , , , , ,752.89,Q55.8,C1849930,C536665
Shwachman-Diamond syndrome, , , , , , , ,D61.0,C0272170,D000081003
DES daughter, , , , , , , ,Q86.8,C0853695, 
nail-patella syndrome, , , , , , ,759.89,Q87.2,C0027341,D009261
Papillon-Lefevre disease, , , , , , ,759.89,Q82.8,C0030360,D010214
patent ductus arteriosus, ,"L-lysine,alprostadil,indomethacin", , , , ,747.0,Q25.0,C0013274,D004374
Sex xxxx, , , , , , , ,Q97.1,"C0265497,C2937419",C535319
Tetrasomy 18p, , , , , , ,758.89,Q99.8,C0795868,C538306
"spondyloepimetaphyseal dysplasia, Strudwick type",short stature, , , , , ,758.89,Q77.7,C0700635, 
Silver-Russell syndrome, , , , , , ,759.89,Q87.1,C0175693,D056730
renal-hepatic-pancreatic dysplasia, , , , , , , , ,C3809434, 
Shone's syndrome, , , , , , ,746.84,Q23.8,C1868705, 
Smith-Magenis syndrome, , , , , , ,758.33,Q93.5,"C0795864,C1866927",D058496
spinocerebellar ataxia type 13, , , , , , , ,G11.2,C1854488,C537195
bicornuate uterus, , , , , , , ,Q51.3,C0266387, 
tetra-amelia, , , , , , , ,Q73.0,"C2931216,C2931218",C536498
lipoid proteinosis, , , , , , ,272.8,E78.8,C0023795,D008065
Posterior urethral valve, , , , , , ,753.8,Q64.2,"C0238506,C0542520", 
Warfarin Embryopathy, , , , , , ,"759.89,760.7",Q86.2,C0265374,C536683
hydranencephaly, , , , , , , ,Q04.3,C0020225,D006832
Abrachia, , , , , , , ,Q71.0,C4024200, 
cerebrotendinous xanthomatosis, , , , , , , ,E75.5,C0238052,D019294
Kearns-Sayre syndrome, , , , , , , ,"H49.8,H49.81",C0022541,D007625
Alpha-thalassemia mental retardation syndrome, , , , , , , ,D56.0,C1845055,C538258
Marinesco-Sjogren syndrome, , , , , , ,742.4,G11.1,C0024814, 
MELAS syndrome, , , , , , ,277.87,"E88.41,G71.3",C0162671,D017241
chromosome 1q21.1 duplication syndrome, , , , , , , ,Q92.3,C2675891,C567290
Isodicentric 15, , , , , , , ,Q99.8,"C0795859,C3711376",C580205
du Pan syndrome, , , , , , , ,Q73.8,C1856738,C537931
Mowat-Wilson syndrome, , , , , , ,759.89,Q43.1,C1856113,C536990
"48, XXXX", , , , , , ,758.81,Q97.1,C0265496,C536502
Fumarase deficiency, , , , , , ,282.3,E88.8,"C0342770,C2936826",C538191
Acropachy, , , , , , , ,Q68.1,"C0345408,C1861514", 
Neuhauser anomaly, , , , , , , ,Q25.4, , 
thiamine-responsive megaloblastic anemia syndrome, , , , , , , ,Q21.0,C0342287,C536510
Charlevoix-Saguenay spastic ataxia, , , , , , , ,G11.1,C1849140,C536787
spinocerebellar ataxia type 6, , , , , , , ,G11.2,C0752124, 
episodic ataxia type 2, , , , , , , ,G11.8,C1720416,C535506
familial isolated deficiency of vitamin E, , , , , , ,"269.1,334.3",G11.1,C1848533,C535393
pulmonary atresia with Ventricular Septal Defect, , , , , , , ,Q25.5,C0344976,C562833
Hemihypertrophy, , , , , , , ,Q87.3,"C0332890,C1856184,C1856185",C565524
Schmid metaphyseal chondrodysplasia, , , , , , , ,Q78.5,C0265289,C537352
McKusick type metaphyseal dysplasia, , , , , , , ,Q78.8,C0220748,C535916
Ring chromosome 14 syndrome, , , , , , ,758.89,Q93.2,"C2930916,CN233170",C535487
Ring chromosome 20 syndrome, , , , , , ,758.89,Q93.2,"C0265482,C2930886","C535369,C580424"
Diastematomyelia, , , , , , ,742.51,Q06.2,C0011999, 
Machado-Joseph disease, , , , , , ,336.8,G11.8,C0024408,D017827
"Hip dysplasia, Beukes type", , , , , , , ,Q65.8,C1840572,C564185
patent foramen ovale, , , , , , , ,Q21.1,C0016522,D054092
MOMO syndrome,"eye disease,intellectual disability,macrocephaly,obesity", , , , , , ,Q87.3,C1834759,C535812
Pallister-Hall syndrome, , , , , , ,759.89,D33.0,"C0265220,C0342418",D054975
mucosulfatidosis, , , , , , , ,E75.2,"C0268263,C1720864",D052517
Charcot-Marie-Tooth disease type X, , , , , , ,356.9,G60.0, , 
Nasu-Hakola disease, , , , , , ,758.89,E75.2,C1857316,C536329
chromosome 1p36 deletion syndrome, , , , , , ,758.39,Q93.5,C1842870,C535362
9q22.3 microdeletion, , , , , , , ,Q93.5,C3711390,C579873
iniencephaly, , , , , , ,740.2,Q00.2,C0152234, 
chromosome 9p deletion syndrome, , , , , , ,758.39,Q93.5,"C0265425,C0795830",C538024
myelomeningocele, , , , , , , ,"Q05,Q05.0,Q05.1,Q05.2,Q05.3,Q05.4,Q05.5,Q05.6,Q05.7,Q05.8,Q05.9","C0025312,C0086664,C0751316",D008591
Hydrops-ectopic calcification-moth-eaten skeletal dysplasia, , , , , , , ,Q77.3,"C1300226,C2931048","C535858,C537299"
diastrophic dysplasia, , , , , , ,756.89,Q77.5,"C0220726,C1857255",C536170
mulibrey nanism, , , , , , ,759.89,Q87.1,"C0524582,C2931895",D050336
infectious anterior uveitis, , , , , , ,364.03,"H20.0,H20.03,H20.1,H20.2,H20.8,H20.9",C0154911, 
cholesteatoma of external ear, , , , , , ,380.21,"H60.4,H60.40",C0155398, 
unilateral hypoactive labyrinth, , , , , , ,386.53, ,C0155517, 
simple chronic conjunctivitis, , , , , , ,372.11,H10.42,C0155146, 
peripheral nerve schwannoma, , , , , , , , ,C1519001, 
nasopharyngeal disease, , , , , , , , ,C0027438,D009302
ischemic fasciitis, , , , , , , , ,C1304514, 
congenital nystagmus, , , , , , ,379.51,H55.01,C0700501,D020417
oral mucosa leukoplakia, , , , , , ,528.6,"K13.2,K13.21","C0023532,C1112530",D007972
rosacea conjunctivitis, , , , , , ,372.31, ,C0155152, 
occlusion of gallbladder, , , , , , ,575.2,K82.0,C0156214, 
vitreous disease, , , , , , ,379.24,"H43.3,H43.39","C0029872,C0155365", 
central corneal ulcer, , , , , , ,370.03,H16.01,C0155069, 
heroin dependence,"brain damage,cognitive dysfunction,mental depression,withdrawal symptom",buprenorphine, , , , , , ,C0019337,D006556
tertiary neurosyphilis, ,probenecid, , , , ,"094,094.9",A52.3,C0027927, 
Flammer syndrome, , , , , , , , , , 
dengue shock syndrome,"bleeding,hypotension,shock", , , , , , , , , 
Lateral meningocele syndrome, , , , , , , ,Q87.5,"C0344487,C1851710",C537878
Cataract-microcornea syndrome,"cataract,microcornea", , , , , , ,Q13.8,C1861829,C538287
Upshaw Schulman Syndrome, , , , , , ,287.33,M31.3,"C1268935,C1956258", 
Barber-Say syndrome, , , , , , , ,Q87.0,C1319466,C537908
renal forniceal rupture, , , , , , , , , , 
Furuncle of vulva, , , , , , , , ,C0269091, 
lysosomal acid phosphatase deficiency, , , , , , ,277.6,E83.3,C0268410,C562645
anterior cruciate ligament injury, , , , , ,Lachman test, , ,C1456574,D000070598
skin neoplasm, , , , , , , , ,C0037286,D012878
polioencephalitis, , , , , , , , ,C0270613, 
Smith-McCort dysplasia, , , , , , , , ,C1846431,C564589
pontocerebellar hypoplasia type 1A, , , , , , , , ,C1843504, 
pontocerebellar hypoplasia type 2C, , , , , , , , ,C2676465,C567324
pontocerebellar hypoplasia type 2E, , , , , , , , ,C4014488, 
pontocerebellar hypoplasia type 10, , , , , , , ,Q04.3,C4014347, 
latent schizophrenia, , , , , , ,295.5,F21, , 
Pneumocystis infectious disease, , , , ,infection, , , , ,D016720
ileal disease, , , , , , , , , ,D007077
ocular onchocerciasis, , , , , , , , ,C0029002,D015827
manic episode,exaltation, , , , , , , , , 
cryptococcal meningitis, ,"5-fluorocytosine,fluconazole", , , , , , ,C0085436,D016919
abdominal cancer, , , , , , , , , , 
endemic African Kaposi's sarcoma, , , , , , , , ,C1275231, 
jejunal disease, , , , , , , , , ,D007579
Reoviridae infectious disease, , , , ,Reoviridae, , , , ,D012088
mesothelial neoplasm, , , , , , , , ,C3714739,D018301
mucoepidermoid tumor, , , , , , , , ,C0206712,D018298
Flaviviridae infectious disease, , , , ,infection, , , , ,D018178
perinatal disease, , , , , , , , , ,D007232
coagulation factor deficiency, , , , , , , , ,C0272315, 
El Tor cholera, , , , ,El Tor, , , ,C0343372, 
Ciliophora infectious disease, , , , ,infection, , , , ,D016770
metastatic adenocarcinoma, , , , , , , , ,C0334277, 
Acinetobacter infectious disease, , , , ,infection, , , , ,D000151
Mycoplasmatales infectious disease, , , , ,infection, , , , ,D009180
benign monoclonal gammopathy, , , , , , , , , , 
infant nutrition disorder, , , , , , , , , ,D007228
desmoplastic medulloblastoma, , , , , , , ,C71.6,C0751291, 
psychomotor disease, , , , , , , , , ,D011596
Torovirus infectious disease, , , , ,infection, , , ,C0206607,D018176
metastatic melanoma, ,"bevacizumab,cobimetinib,dabrafenib,ipilimumab,nivolumab,paclitaxel,pembrolizumab,temozolomide,trametinib,vemurafenib", , , , , , ,C0860594, 
brain hypoxia-ischemia, , , , , , , , ,C0752304,D020925
head and neck neoplasms, , , , , , ,239.89, ,C0018671,D006258
krebs 2 carcinoma, , , , , , , , , ,D002287
border disease, , ,Border disease (sheep), ,infection, , , , ,D001882
peritoneal neoplasm, , , , , , , , , ,D010534
combined hepatocellular carcinoma and cholangiocarcinoma, , , , , , , , ,C0221287, 
neurotic disorder,hallucination,"(RS)-citalopram,(±)-deprenyl,alprazolam,amitriptyline,amoxapine,bupropion,buspirone,cidoxepin,clomipramine,desipramine,escitalopram,fluoxetine,fluvoxamine,imipramine,isocarboxazid,isoflurane,lithium compounds,lorazepam,maprotiline,methylphenidate,mirtazapine,nefazodone,nortriptyline,paroxetine,phenelzine,pramipexole,protriptyline,sertraline,temazepam,tranylcypromine,trazodone,trimipramine,venlafaxine", ,smoking, , , ,"F34.1,F48.9","C0011579,C0027932,C0282126",D009497
Roseolovirus infectious disease, , , , ,infection, , , , ,D019349
liver fluke-related cholangiocarcinoma, , , , ,Opisthorchis viverrini, , , ,C1335113, 
leiomyosarcoma nonmetastatic, , , , , , , , ,C0855057, 
secondary myelofibrosis, , , , , , , , ,C0242006, 
epithelial tissue disease, , , , , , , , , , 
anaplastic gastric carcinoma, , , , , , , ,"C16.0,C16.1,C16.2,C16.3,C16.4,C16.5,C16.6,C16.8",C1336858, 
malignant fibrous histiocytoma recurrent, , , , , , , , , , 
pediatric desmoplastic small round cell tumor, , , , , , , , , , 
AIDS-related Kaposi's sarcoma, ,alitretinoin, , , , , , , ,C538559
childhood cancer of liver, , , , , , , , , , 
bladder transitional cell papilloma, , , , , , , , ,"C0235754,C1384678", 
anaplastic thyroid carcinoma, , , , , , , , ,C0238461,D065646
recurrent cutaneous melanoma, , , , , , , , , , 
anaplastic oligoastrocytoma, , , , , , , ,C71.9,C0431108, 
human papilloma virus related endocervical adenocarcinoma, , , , , , , , , , 
EBV-related posttransplantation lymphoproliferative disease, , , , , , , , , , 
carcinoma in situ of respiratory system, , , , , , , , , , 
protracted reactive paranoid psychosis, , , , , , ,298.4, ,C0152126, 
complement component 4b deficiency, , , , , , , ,D84.1,C3280641, 
complement component 6 deficiency, , , , , , , ,D84.1, , 
choking,distress, , , , , , , ,C0008301, 
purulent oophoritis, , , , , , , , , , 
Pachyosteosclerosis, , , , , , , , , , 
mitochondrial complex V (ATP synthase) deficiency nuclear type 3, , , , , , , ,E88.8,C3279708, 
gram-negative bacterial infection, ,"(E)-cefprozil,Colistimethate,DL-ofloxacin,amikacin,amoxicillin,ampicillin,aztreonam,carbenicillin,cefaclor,cefadroxil,cefamandole,cefapirin,cefazolin,cefdinir,cefditoren,cefepime,cefixime,cefoperazone,cefotaxime,cefotetan,cefoxitin,cefpodoxime proxetil,ceftazidime,ceftibuten,ceftizoxime,ceftriaxone,cefuroxime,cephalexin,cephalothin,chlorhexidine,ciprofloxacin,demeclocycline,doxycycline,enoxacin,furazolidone,gatifloxacin,gemifloxacin,gentamicin,kanamycin (extract),levofloxacin,mezlocillin,minocycline,moxifloxacin,nitrofurantoin,norfloxacin,oxytetracycline,silver nitrate,sparfloxacin,sulfacytine,sulfadiazine,sulfamethizole,sulfamethoxazole,tetracycline,ticarcillin,tobramycin", , ,infection, ,041.85, , ,D016905
Irvine, , , , , , , , ,C0271178, 
non-celiac gluten sensitivity, , , , , , , , , , 
Methaemalbuminaemia, , , , , ,Schumm test, , ,C1263993, 
tubo-ovarian abscess, , , , ,pelvic inflammatory diseases, , , ,C0041343, 
Q20018773, , , , ,terrorism, , , , , 
agnathia-otocephaly complex, , , , , , ,759.89,"Q18.2,Q87.8","C0265242,C1876185",C562503
hereditary spastic paraplegia 7, , , , , , , ,G11.4,"C1846564,C3711370", 
PHACE association, ,propranolol, , , , , ,Q28.8,"C1847874,C2242617", 
X-linked retinoschisis, , , , , , , ,Q14.1,"C0271091,C3714753", 
Larsen syndrome, , ,postpericardiotomy syndrome, , , ,759.89,Q74.8,"C0175778,C1835564,C2931648",C580241
Arrhinia, , , , , , ,748.1,Q30.1,"C0265740,C4280391",C537438
ATR-16 syndrome, , , , , , ,282.49,D56.0,"C0475813,C0795917",C563050
CHILD syndrome, , , , , , ,759.89,Q87.8,C0265267,C562515
Reunion Island's Larsen syndrome, , , , , , , ,Q74.8, , 
"Neuropathy, ataxia, and retinitis pigmentosa", , , , , , , ,G31.8,"C1328349,C1838914",C537396
rapadilino syndrome,diarrhea, , , , , ,759.89,Q87.1,C1849453,C535288
ablepharon macrostomia syndrome,"ablepharon,macrostomia", , , , , , ,Q87.0,C1860224,C535557
type I Ehlers-Danlos syndrome, , , , , , , ,Q79.6,C0268335,C536194
type III Ehlers-Danlos syndrome, , , , , , , ,Q79.6,C0268337,C536196
Baller-Gerold syndrome, , , , , , , ,Q75.0,C0265308,C536788
Carey Fineman Ziter syndrome,ptosis, , , , , ,359.89,Q87.0,C1850746,C536102
Donnai-Barrow syndrome, , , , , , ,759.89,Q87.8,C1857277,C536390
Fryns syndrome, , , , , , ,759.89,Q87.8,C0220730,C538070
Goldberg-Shprintzen syndrome, , , , , , , ,Q87.8,C1836123,C537279
Greig cephalopolysyndactyly syndrome, , , , , , , ,Q87.0,C0265306,C537300
Melnick–Needles syndrome, , , , , , ,756.59,Q77.8,C0025237, 
McKusick–Kaufman syndrome, , , , , , ,758.89,Q87.8,C0948368,C538159
deafness dystonia syndrome, , , , , , ,759.89,G31.8,C0796074,C535808
Muenke syndrome, , , , , , , ,Q87.0,C1864436,C537369
Occipital horn syndrome, , , , , , , ,E83.0,"C0268353,C1096660",C537860
multiple hamartoma syndrome, , , , , , , , ,C1959582,D006223
hand-foot-genital syndrome, , , , , , ,759.89,Q51.2,C1841679,C535627
Wiedemann-Rautenstrauch syndrome, , , , , , ,259.8,E34.8,C0406586,C536423
otopalatodigital syndrome type 1, , , , , , ,759.89,Q87.0,"C0265251,C2748918,C2748919", 
Tricho–rhino–phalangeal syndrome, , , , , , ,759.89,Q87.8,C0265255, 
trichorhinophalangeal syndrome type II,short stature, , , , , ,759.89,Q87.8,"C0023003,C2931237",D015826
Paris-Trousseau syndrome, , , , , , , ,D69.4,"C1861178,C1956093",C538617
Celosomia, , , , , , ,759.89,Q76.7,"C0266682,CL495173", 
Dysphagia lusoria, , , , , , ,787.29,Q25.4,C0267073, 
craniometaphyseal dysplasia, , , , , , , , ,C1852502,C565145
Enteric duplication cyst, , , , , , , ,Q43.4, , 
junctional epidermolysis bullosa, , , , , , , , ,C0079301,D016109
Caffey disease,irritability, , , , , ,756.59,M89.8,"C0020497,C1861980",D006958
progenism, , , , , , , ,K07.1,"C0266075,C0302501,C0399526,C2227134,C4280644,C4280645",D008313
Filippi syndrome, , , , , , , ,Q87.8,C0795940,C538152
Laurence-Moon syndrome, , , , , , ,253.4,Q87.8,C0023138,D007849
bifid uvula, , , , , , , ,Q35.7,C0266122, 
arterial tortuosity syndrome, , , , , , , ,"I77.1,Q87.82",C1859726,C565942
Diabetes mellitus and deafness, , , , , , ,250.80,E13.8,C0342289,C536246
Weaver syndrome, , , , , , ,759.89,Q87.3,"C0220765,C0265210","C536687,C562443"
